review_id,domain,entity_id,entity_name,review_text,sentiment_text,sentiment_label,rating,rating_original,review_date,source,raw_source_path,label_method,text_key
amazon_8413,ecommerce,B07X6LNKDL,B07X6LNKDL,"Great tasting, nice gift for the scotchaholic in your life.","Great tasting, nice gift for the scotchaholic in your life.",positive,5.0,5.0,1648875852319,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",7918379296151242795
hotel_272403,hotel,Catalonia Catedral,Catalonia Catedral,The room was a bit dark as the window looked into the backyard Prime location The team is very pleasant and responsive The room was kept clean I would definitely go back on my next trip to Barcelona,Prime location The team is very pleasant and responsive The room was kept clean I would definitely go back on my next trip to Barcelona,positive,4.6,9.2,11/7/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,1555552601764703110
restaurant_10691,restaurant,https://www.yelp.com/biz/jack-frost-donuts-cleveland,https://www.yelp.com/biz/jack-frost-donuts-cleveland,The original with sugar glaze was excellent. If I go back I would probably just buy a half dozen of those. Some dough-nuts were fresher than others. The cake dough-nuts were a little dry that day. We also got the maple with bacon bits which was interesting. Also has the appeal of a small independently owned establishment which is refreshing.,The original with sugar glaze was excellent. If I go back I would probably just buy a half dozen of those. Some dough-nuts were fresher than others. The cake dough-nuts were a little dry that day. We also got the maple with bacon bits which was interesting. Also has the appeal of a small independently owned establishment which is refreshing.,positive,4.0,4.0,8/21/2011,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",15130149302858010198
restaurant_9254,restaurant,https://www.yelp.com/biz/fatty-daddys-scottsdale-5,https://www.yelp.com/biz/fatty-daddys-scottsdale-5,"Was in the hood and in the mood for ice cream Saw Fatty Daddy's pop up on a friend's Bookmarked list and was having dinner down the road. Worth a stop! Ice cream flavors here are cool-- Lucky Charms, Cherry Amareto, Netflix and Chill, and on and on... Very creamy and the butterfat makes for a smooth spoonful. The Cookie cups looked amazing, but we decided to skip since we were so full from dinner. Raincheck! It's a small shop with lots of staff and a good amount of sitting area. It is on the backside of a shopping area, off the major road, though. Don't panic when your nav leads you around the corner, seemingly away from where the shop should be. It's only yards away.","Was in the hood and in the mood for ice cream Saw Fatty Daddy's pop up on a friend's Bookmarked list and was having dinner down the road. Worth a stop! Ice cream flavors here are cool-- Lucky Charms, Cherry Amareto, Netflix and Chill, and on and on... Very creamy and the butterfat makes for a smooth spoonful. The Cookie cups looked amazing, but we decided to skip since we were so full from dinner. Raincheck! It's a small shop with lots of staff and a good amount of sitting area. It is on the backside of a shopping area, off the major road, though. Don't panic when your nav leads you around the corner, seemingly away from where the shop should be. It's only yards away.",positive,4.0,4.0,3/25/2016,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",5820326621299145873
gp:AOqpTOF6g4Dz-s82IINPpadB1whiiwUKPEuD9IJAoLM_LLjeoSj0xAwEpoHXlGlGkfrfQfke-2UQjCPl5UevzA,mobile_app,com.gmail.jmartindev.timetune,com.gmail.jmartindev.timetune,I paid for premium but I did not get any notification or upgradation. Still the app is showing the purchase premium option. Feeling disappointed.,I paid for premium but I did not get any notification or upgradation. Still the app is showing the purchase premium option. Feeling disappointed.,negative,1.0,1.0,2020-06-22 23:22:50,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",14799722481414908829
hotel_337364,hotel,Hilton London Green Park,Hilton London Green Park,The state of the bathroom was shocking I stay at Hilton hotels all over the world and I have never seen such poor standard of a room will never be staying at this hotel again,The state of the bathroom was shocking I stay at Hilton hotels all over the world and I have never seen such poor standard of a room will never be staying at this hotel again,negative,1.75,3.5,12/12/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Negative_Review + Reviewer_Score <= 5.0,10485160722515059366
restaurant_168,restaurant,https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,https://www.yelp.com/biz/rewind-ice-cream-boba-tea-chandler-3,"One of the things that is conspicuously absent from the area around my neighborhood is a place to get ice cream. The Dairy Queen and Cold Stone in our area are a little too far away for us to conveniently just go out to get an ice cream. So I was glad to see this place open up essentially across the street from us and I had to give it a try. I discovered that Rewind is yet another restaurant that was apparently inspired by Christina Tosi and her Milk Bar in New York. I ordered a Lychee Matcha and an Ice Cream Swirl with Cookie Crisp cereal and Reese's Cups. This location appeared to be fairly popular, although it was still relatively new when I visited. The service was great and the quality of the items I ordered was very good. The only downside is that it's a bit pricey for it to be a just a neighborhood ice cream shop. Rewind is probably better suited for a high end strip mall or an indoor mall. Good place to bring a date if you want to impress them, though.","One of the things that is conspicuously absent from the area around my neighborhood is a place to get ice cream. The Dairy Queen and Cold Stone in our area are a little too far away for us to conveniently just go out to get an ice cream. So I was glad to see this place open up essentially across the street from us and I had to give it a try. I discovered that Rewind is yet another restaurant that was apparently inspired by Christina Tosi and her Milk Bar in New York. I ordered a Lychee Matcha and an Ice Cream Swirl with Cookie Crisp cereal and Reese's Cups. This location appeared to be fairly popular, although it was still relatively new when I visited. The service was great and the quality of the items I ordered was very good. The only downside is that it's a bit pricey for it to be a just a neighborhood ice cream shop. Rewind is probably better suited for a high end strip mall or an indoor mall. Good place to bring a date if you want to impress them, though.",neutral,3.0,3.0,11/20/2019,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",16521229060097712184
restaurant_9796,restaurant,https://www.yelp.com/biz/85-c-bakery-cafe-las-vegas-2,https://www.yelp.com/biz/85-c-bakery-cafe-las-vegas-2,"We got there at around 9:30 am just as they were bringing out freshly baked goods. We've tried several of their pastries and they were all good, we especially love the guava pastry.","We got there at around 9:30 am just as they were bringing out freshly baked goods. We've tried several of their pastries and they were all good, we especially love the guava pastry.",positive,5.0,5.0,5/17/2021,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",5405502568969204316
hotel_273691,hotel,Axel Hotel Barcelona Urban Spa Adults Only,Axel Hotel Barcelona Urban Spa Adults Only,Wasn t aware that the Axel Hotel is primarily gay person oriented Food was good room was quiet,Wasn t aware that the Axel Hotel is primarily gay person oriented Food was good room was quiet,neutral,2.9,5.8,10/14/2015,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,both fields substantive + score 5.5-7.5 + balanced field lengths,10079349411372414760
amazon_9283,ecommerce,B08K7QW1QS,B08K7QW1QS,"I have tried a bunch of different cute spa headbands on Amazon, and these are hands down my favorite! They are fantastic quality and the ears sit in the perfect position on my head. It looks like a cat, not baby yoda. They are also not too tight, a perfect adult sized headband. 10/10 get them!","I have tried a bunch of different cute spa headbands on Amazon, and these are hands down my favorite! They are fantastic quality and the ears sit in the perfect position on my head. It looks like a cat, not baby yoda. They are also not too tight, a perfect adult sized headband. 10/10 get them!",positive,5.0,5.0,1611030367128,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",8638656094341603982
hotel_366632,hotel,Hotel Rathaus Wein Design,Hotel Rathaus Wein Design,Spacious rooms with excellent and friendly staff to help you enjoy your stay any way they can,Spacious rooms with excellent and friendly staff to help you enjoy your stay any way they can,positive,5.0,10.0,6/21/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,11640736338221064382
hotel_492890,hotel,Milan Suite Hotel,Milan Suite Hotel,It was under renovation and the non renovated rooms were not properly maintained door lock missing shower glass partition unstable Also the dark fire escape stairway and its unsurveiled access to the street in a not so safe area caused concern One night we even had someone trying to get into our room guest worker lost soul Who knows Very modern Well equipped Location is not too far from center Staff were very helpful Breakfast was very respectable Rooms amd bathrooms were very comfortable Good value gor money,Very modern Well equipped Location is not too far from center Staff were very helpful Breakfast was very respectable Rooms amd bathrooms were very comfortable Good value gor money,positive,4.6,9.2,7/31/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,3720037238568242474
restaurant_2003,restaurant,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,"10/10 best homemade soft serve in the valley , then again they've been around for almost a century ! Hands down some of the best simple soft serve in Vegas , with a rotating special set of flavors depending on the season ! The line is old school like back in the day , you wait in line extending out to the parking lot (great for social distancing ) and two Windows have servers / cashiers . Ordering ice cream is simple thanks to their menus being right in front of you , and they've got ample toppings to go with them . I love the prices too they're as cheap as cheap can be for the times .","10/10 best homemade soft serve in the valley , then again they've been around for almost a century ! Hands down some of the best simple soft serve in Vegas , with a rotating special set of flavors depending on the season ! The line is old school like back in the day , you wait in line extending out to the parking lot (great for social distancing ) and two Windows have servers / cashiers . Ordering ice cream is simple thanks to their menus being right in front of you , and they've got ample toppings to go with them . I love the prices too they're as cheap as cheap can be for the times .",positive,5.0,5.0,12/24/2020,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",4831388218574782085
restaurant_13178,restaurant,https://www.yelp.com/biz/ghirardelli-ice-cream-and-chocolate-shop-las-vegas-2,https://www.yelp.com/biz/ghirardelli-ice-cream-and-chocolate-shop-las-vegas-2,"Yes, yes yes. If I could live here, I would. I recommend the medium size bag that you can fill your own with a smorgasbord of flavor options. If you are watching your waistline, go for the mini chocolates because you can eat more of them and not feel guilty :)","Yes, yes yes. If I could live here, I would. I recommend the medium size bag that you can fill your own with a smorgasbord of flavor options. If you are watching your waistline, go for the mini chocolates because you can eat more of them and not feel guilty :)",positive,5.0,5.0,5/22/2014,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",16318437884380191912
hotel_69337,hotel,Hilton London Euston,Hilton London Euston,Some biscuits in room to accompany the tea making facilities would be good Helpful staff and central location,Helpful staff and central location,positive,5.0,10.0,8/7/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,8553600169558984946
restaurant_5227,restaurant,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,Maybe I'm crazy but when I visit a bakery that has a lot of hype I expect a bakery... Not a pop up shop looking store front with a small selection of pastry . To bad because the enormous macrons were Scrumptious but not enough to have me stop by again . There wasn't any seating or anyone willing to help me find the correct bakery spot if there was it is .,Maybe I'm crazy but when I visit a bakery that has a lot of hype I expect a bakery... Not a pop up shop looking store front with a small selection of pastry . To bad because the enormous macrons were Scrumptious but not enough to have me stop by again . There wasn't any seating or anyone willing to help me find the correct bakery spot if there was it is .,negative,2.0,2.0,6/3/2015,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",1643444585577463770
restaurant_11586,restaurant,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,Their vegan ice cream is on point. I order it every time and I'm not even vegan! It's made with coconut milk and unbelievably creamy! A must try!,Their vegan ice cream is on point. I order it every time and I'm not even vegan! It's made with coconut milk and unbelievably creamy! A must try!,positive,5.0,5.0,6/14/2016,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",15508876990527788426
gp:AOqpTOFlcEzJk_Ej0WYkU_gKqQ3r7fakxj1Vf3SzoHrUBCtxif6c0sK6mqV939unbzCWLxcB9aoH4exD6laxUw,mobile_app,com.habitrpg.android.habitica,com.habitrpg.android.habitica,Need a combination for habits and dailies,Need a combination for habits and dailies,positive,4.0,4.0,2020-06-27 15:25:03,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",17886796986842105198
restaurant_17311,restaurant,https://www.yelp.com/biz/donut-bar-las-vegas,https://www.yelp.com/biz/donut-bar-las-vegas,"I love donuts & I love donut bar. My favorite is with out a doubt the bacon cinnamon roll. (It's not a donut, I know. BUT BACON) I went for their grand opening, and really enjoyed it. Even got to taste their chi tea latte which was pretty good! And fret not, if you're like me, they offer dairy alternatives, like soy! they have an incredible selection of crazy awesome donuts and your basics that you love. And they also offer VEGAN & gluten free options which, while I am not vegan, think It's awesome that they offer a sweet selection for everyone!","I love donuts & I love donut bar. My favorite is with out a doubt the bacon cinnamon roll. (It's not a donut, I know. BUT BACON) I went for their grand opening, and really enjoyed it. Even got to taste their chi tea latte which was pretty good! And fret not, if you're like me, they offer dairy alternatives, like soy! they have an incredible selection of crazy awesome donuts and your basics that you love. And they also offer VEGAN & gluten free options which, while I am not vegan, think It's awesome that they offer a sweet selection for everyone!",positive,5.0,5.0,4/20/2016,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",2132647074893695233
amazon_14389,ecommerce,B008PTIRS0,B0BNWSR278,"I am a fan of Dr. Remedy polish but this color is very thin and doesn’t provide the nice coverage that this product is known to give. Amazon replaced the first bottle because I thought it was an issue with a particular bottle, but the replacement bottle I received was the same (very thin). This color was very pretty but I am unable to wear it due to its lack of coverage. So, Dr. Remedy must have some consistency issues from one color to the next. I called Dr. Remedy myself to question them about this and they said that all colors should be the same “thicker” consistency. Unfortunately they are not. I had to switch to a different product that is still a more natural polish but doesn’t have as many healing properties as Dr. Remedy.","I am a fan of Dr. Remedy polish but this color is very thin and doesn’t provide the nice coverage that this product is known to give. Amazon replaced the first bottle because I thought it was an issue with a particular bottle, but the replacement bottle I received was the same (very thin). This color was very pretty but I am unable to wear it due to its lack of coverage. So, Dr. Remedy must have some consistency issues from one color to the next. I called Dr. Remedy myself to question them about this and they said that all colors should be the same “thicker” consistency. Unfortunately they are not. I had to switch to a different product that is still a more natural polish but doesn’t have as many healing properties as Dr. Remedy.",negative,1.0,1.0,1532904275611,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",14695697942183287391
amazon_21203,ecommerce,B00RPOQMEC,B00RPOQMEC,This stuff was a lifesaver for our beach vacation. No inner thigh chafe for the first time ever!!!,This stuff was a lifesaver for our beach vacation. No inner thigh chafe for the first time ever!!!,positive,5.0,5.0,1625521141553,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",3165118711387295338
restaurant_8191,restaurant,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,"The cupcake trend is gone but this chain is still going strong and just opened at The Linq. Thought I'd try a place recommended by quite a few SoCal Yelpers. Did not expect to be as disappointed as I was. Tiny space leaves little room for a line, menu is large and not easy to read at a distance, save for the list of flavors and cute colorful caketopper symbols indicating which flavors are currently available. Service is a trainwreck. Even busy, this place doesn't need 6 people behind the counter, their ordering and fulfillment process makes no sense. Made it to counter, placed order for one single dark chocolate cupcake, plated to eat on location. My name was taken and I was told someone would be with me in a minute. I'm not sure why the same guy couldn't just reach into the case next to us and hand me the cupcake. Paying for my order was hectic. Girl misprounced my name to get my attention, gave me correct flavor, on a plate, with no fork. After handing me plate, asked for my card. Awkwardly set it down, retrieved card, then had to reach again for my ID- for a four dollar purchase, after waiting nearly 10 minutes. Really? Finally snagged a seat to eat. Cupcake frosting was good. Cake itself was dry. Just because I ordered at 9PM should make no difference to the quality of your product. Cake texture and frosting texture didn't really work well together, due to the extreme dryness of the cake and the hardened frosting topping. Opted for a cake without sprinkles, wanting to get the cute circle symbol instead. When I ate it, I nearly chipped a tooth. Given the low quality cupcake received dining in while they were still open (and busy), I'm hesitant to try the cupcake ATM. Can't imagine they retain their moisture well in what must essentially be a refrigerator. Sprinkles, you have a great brand and clever marketing facilitating your business in an amazing new and highly-trafficked area. Step up your game in the kitchen and train your employees on efficiency!","The cupcake trend is gone but this chain is still going strong and just opened at The Linq. Thought I'd try a place recommended by quite a few SoCal Yelpers. Did not expect to be as disappointed as I was. Tiny space leaves little room for a line, menu is large and not easy to read at a distance, save for the list of flavors and cute colorful caketopper symbols indicating which flavors are currently available. Service is a trainwreck. Even busy, this place doesn't need 6 people behind the counter, their ordering and fulfillment process makes no sense. Made it to counter, placed order for one single dark chocolate cupcake, plated to eat on location. My name was taken and I was told someone would be with me in a minute. I'm not sure why the same guy couldn't just reach into the case next to us and hand me the cupcake. Paying for my order was hectic. Girl misprounced my name to get my attention, gave me correct flavor, on a plate, with no fork. After handing me plate, asked for my card. Awkwardly set it down, retrieved card, then had to reach again for my ID- for a four dollar purchase, after waiting nearly 10 minutes. Really? Finally snagged a seat to eat. Cupcake frosting was good. Cake itself was dry. Just because I ordered at 9PM should make no difference to the quality of your product. Cake texture and frosting texture didn't really work well together, due to the extreme dryness of the cake and the hardened frosting topping. Opted for a cake without sprinkles, wanting to get the cute circle symbol instead. When I ate it, I nearly chipped a tooth. Given the low quality cupcake received dining in while they were still open (and busy), I'm hesitant to try the cupcake ATM. Can't imagine they retain their moisture well in what must essentially be a refrigerator. Sprinkles, you have a great brand and clever marketing facilitating your business in an amazing new and highly-trafficked area. Step up your game in the kitchen and train your employees on efficiency!",negative,2.0,2.0,5/24/2014,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",16051725602496622160
restaurant_9849,restaurant,https://www.yelp.com/biz/85-c-bakery-cafe-las-vegas-2,https://www.yelp.com/biz/85-c-bakery-cafe-las-vegas-2,"My family and I went there last week. Upon opening the doors we were greeted with the stench of SHIT! It smelled so so bad even with wearing our face masks. At one point, it was so bad I started gagging. Most of our party went outside and decided to not buy anything. They had broken pipes. This seems like it should be a health code violation for remaining open. It cannot be good for the employees to breathing that in or the consumers purchasing food with shit particles are in the air. Even though we were in there for only minutes our clothes and hair reeked! I needed to wash my hair and clothes once home. Shame on the owners for remaining open and not caring about their employees or consumers.","My family and I went there last week. Upon opening the doors we were greeted with the stench of SHIT! It smelled so so bad even with wearing our face masks. At one point, it was so bad I started gagging. Most of our party went outside and decided to not buy anything. They had broken pipes. This seems like it should be a health code violation for remaining open. It cannot be good for the employees to breathing that in or the consumers purchasing food with shit particles are in the air. Even though we were in there for only minutes our clothes and hair reeked! I needed to wash my hair and clothes once home. Shame on the owners for remaining open and not caring about their employees or consumers.",negative,1.0,1.0,10/16/2020,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",8190427128400222031
